Overall Qual,Total Bsmt SF,1st Flr SF,Gr Liv Area,Garage Cars,Garage Area,SalePrice
8,1520.0,1567,1567,3.0,648.0,264561
7,1356.0,1500,1500,3.0,648.0,246578
5,732.0,734,1838,2.0,372.0,192140
6,783.0,807,1509,2.0,393.0,183200
8,707.0,707,1414,2.0,403.0,178000
7,848.0,848,1598,2.0,433.0,201490
8,1406.0,1454,1936,2.0,504.0,230500
7,783.0,807,1509,2.0,393.0,180000
6,953.0,953,1664,2.0,460.0,172400
6,982.0,1008,1889,2.0,431.0,215000
7,930.0,956,1886,2.0,431.0,199900
6,959.0,959,1671,2.0,472.0,173000
7,1035.0,1082,2322,3.0,617.0,287602
7,975.0,1005,2291,2.0,429.0,230000
8,1396.0,1407,2392,3.0,870.0,348000
8,1044.0,1079,1976,3.0,885.0,286000
8,1160.0,1205,2234,3.0,768.0,300000
10,1930.0,1831,3627,3.0,807.0,625000
9,1540.0,1540,2855,3.0,774.0,405000
8,1086.0,1086,1924,2.0,592.0,280000
8,1141.0,1165,2263,2.0,420.0,258000
8,1342.0,1358,2726,3.0,725.0,350000
9,1733.0,1933,3500,3.0,959.0,584500
8,1290.0,1305,2494,3.0,803.0,321000
8,1165.0,1203,2526,3.0,844.0,290000
8,1286.0,1565,2799,3.0,704.0,315000
8,1100.0,1116,1964,2.0,760.0,252000
8,1670.0,1670,1670,3.0,928.0,336820
8,2077.0,2097,2097,3.0,1134.0,423000
8,1660.0,1660,1660,2.0,500.0,290000
7,1616.0,1616,1616,3.0,834.0,232000
8,1504.0,1504,1504,2.0,510.0,199000
8,1278.0,1278,1278,2.0,584.0,198600
9,2036.0,2036,2640,3.0,792.0,405749
8,1489.0,1489,1489,2.0,776.0,232600
8,1095.0,1095,1939,3.0,1053.0,266000
7,756.0,756,1553,2.0,615.0,186500
6,858.0,858,1716,2.0,615.0,200825
7,770.0,778,1576,2.0,614.0,197000
6,1262.0,1262,1262,2.0,572.0,185000
7,1257.0,1266,1266,2.0,453.0,176000
7,1293.0,1301,1301,2.0,572.0,187750
6,1142.0,1142,1142,0.0,0.0,139500
7,1400.0,1400,1400,2.0,612.0,186800
6,1131.0,1131,1131,0.0,0.0,132000
6,1141.0,1141,1141,2.0,484.0,142500
6,1158.0,1158,1158,2.0,576.0,158000
7,891.0,891,1686,2.0,462.0,184000
7,784.0,831,1585,2.0,449.0,184900
6,941.0,941,1837,2.0,688.0,187000
6,761.0,810,1603,2.0,484.0,175900
6,836.0,844,1731,2.0,462.0,248500
6,1398.0,1398,1398,2.0,542.0,172000
6,1217.0,1217,1217,2.0,484.0,151000
6,636.0,636,1320,2.0,472.0,150000
4,1056.0,1056,1056,1.0,384.0,107000
5,828.0,965,965,1.0,300.0,119900
5,988.0,988,988,2.0,624.0,129500
5,1728.0,1728,1728,2.0,504.0,125000
6,0.0,1286,1654,2.0,528.0,119500
5,864.0,1211,1211,2.0,576.0,144000
6,506.0,1212,1212,2.0,492.0,151000
5,984.0,984,984,1.0,310.0,126000
5,882.0,909,909,1.0,294.0,116000
5,925.0,925,925,2.0,484.0,133500
5,1024.0,1024,1024,1.0,308.0,120875
5,935.0,935,935,1.0,288.0,137000
5,912.0,912,912,0.0,0.0,124000
5,912.0,1236,1236,1.0,288.0,135000
5,912.0,941,941,1.0,288.0,129200
7,1748.0,2151,2646,2.0,550.0,260000
8,1288.0,1301,2417,2.0,462.0,260000
8,1334.0,1520,2826,3.0,888.0,334000
8,1338.0,1352,2520,3.0,796.0,310000
7,1095.0,1166,2295,2.0,590.0,268000
8,1624.0,1624,1624,3.0,757.0,262000
7,1143.0,1143,1143,2.0,588.0,176400
8,1247.0,1247,1247,2.0,550.0,197000
7,600.0,520,1200,2.0,480.0,151000
7,600.0,520,1223,2.0,480.0,147400
7,600.0,520,1223,2.0,480.0,149900
7,600.0,520,1200,2.0,480.0,144152
6,756.0,768,1524,2.0,440.0,166000
7,691.0,713,1452,2.0,506.0,183900
7,673.0,673,1382,2.0,490.0,165000
7,530.0,530,1080,2.0,496.0,139000
7,569.0,854,1694,1.0,434.0,200000
8,1568.0,1568,1568,2.0,564.0,221000
8,1494.0,1494,1494,2.0,481.0,270000
6,1208.0,1208,1208,2.0,546.0,165000
8,1235.0,1235,1235,2.0,484.0,214000
8,1036.0,1036,1036,2.0,484.0,188000
8,1226.0,1226,1226,2.0,484.0,190000
8,1226.0,1226,1226,2.0,484.0,170000
9,1842.0,1842,1842,3.0,894.0,385000
5,1153.0,1193,1193,2.0,501.0,146500
7,570.0,1222,1920,2.0,487.0,170000
7,1568.0,2156,2156,2.0,508.0,262500
6,708.0,708,1416,2.0,776.0,179900
6,1054.0,1512,2654,2.0,619.0,250000
6,732.0,1012,1790,2.0,484.0,165150
7,1334.0,1334,1334,2.0,477.0,164500
7,1164.0,1164,1164,2.0,528.0,140000
5,980.0,980,980,1.0,384.0,135500
5,1051.0,1051,1051,2.0,504.0,142000
5,900.0,884,1770,2.0,530.0,155000
6,976.0,976,976,2.0,504.0,157500
5,1052.0,1052,1052,1.0,288.0,138500
5,833.0,898,898,1.0,326.0,140000
5,1051.0,1051,1051,1.0,264.0,124400
5,1141.0,1141,1141,1.0,568.0,158000
5,864.0,1200,1200,2.0,884.0,146000
6,825.0,1097,1993,2.0,495.0,190000
5,1050.0,1050,1050,1.0,368.0,136500
5,864.0,864,864,2.0,624.0,129900
5,1626.0,1712,1712,2.0,588.0,145000
6,1187.0,1565,1565,1.0,299.0,185900
6,1251.0,1251,1251,1.0,461.0,160000
6,1008.0,1488,1488,2.0,430.0,167000
5,720.0,720,1440,2.0,480.0,157500
6,588.0,1095,1095,1.0,264.0,140000
5,1008.0,1053,1053,2.0,750.0,150000
5,1248.0,1248,1248,1.0,286.0,151500
6,816.0,816,816,1.0,240.0,129800
5,1008.0,1008,1008,1.0,275.0,137000
5,938.0,1043,1043,1.0,273.0,137000
4,747.0,774,1230,1.0,305.0,121600
4,440.0,869,869,0.0,0.0,85500
4,600.0,747,747,2.0,528.0,79900
5,504.0,936,1252,2.0,576.0,127000
5,1251.0,1433,1433,2.0,441.0,161000
5,1444.0,1624,1624,1.0,240.0,146500
5,1056.0,1216,1216,1.0,280.0,135000
5,2136.0,2136,2136,2.0,528.0,137900
6,806.0,958,1578,1.0,240.0,133000
5,704.0,1024,1728,1.0,234.0,137000
5,936.0,936,936,1.0,240.0,121000
5,1584.0,1584,1584,2.0,506.0,119000
6,1246.0,1246,1246,2.0,441.0,172000
5,1235.0,1235,1235,2.0,480.0,98600
7,924.0,1216,2157,2.0,487.0,226000
5,936.0,1128,1128,1.0,286.0,118000
8,1360.0,1360,3112,2.0,795.0,235000
6,1008.0,1008,1008,2.0,430.0,135000
5,1106.0,1190,1190,2.0,540.0,132500
5,1144.0,1144,1144,1.0,796.0,143000
5,1179.0,1364,1364,1.0,331.0,132000
6,1383.0,1383,1383,1.0,292.0,145250
6,1121.0,1336,1336,2.0,488.0,162000
5,1058.0,1370,1370,1.0,300.0,148000
5,1092.0,1092,1092,1.0,299.0,141000
6,1124.0,1124,1124,1.0,353.0,153000
5,1070.0,1236,1236,1.0,447.0,134450
5,943.0,943,943,2.0,600.0,135960
6,1050.0,1050,1050,1.0,286.0,156000
6,1367.0,1375,1375,2.0,451.0,140000
5,1008.0,1008,1008,1.0,280.0,139500
6,216.0,1575,1575,2.0,400.0,155000
5,301.0,1145,1145,2.0,684.0,127000
5,1005.0,1005,1005,1.0,319.0,133500
5,1056.0,1056,1056,1.0,300.0,125000
5,884.0,884,884,1.0,270.0,142000
7,929.0,2039,2039,3.0,791.0,167000
5,1015.0,1384,1384,2.0,896.0,159000
5,2171.0,1392,2640,3.0,1008.0,180000
6,784.0,900,1312,2.0,649.0,127000
6,617.0,865,1310,1.0,398.0,112000
3,713.0,713,713,1.0,371.0,99800
5,833.0,833,833,1.0,326.0,117000
5,1073.0,1073,1073,1.0,326.0,108480
3,715.0,715,715,2.0,660.0,68000
4,448.0,448,720,1.0,280.0,86900
5,1120.0,1130,1130,2.0,720.0,120000
6,663.0,774,1595,2.0,528.0,155500
4,1077.0,981,1760,2.0,648.0,80000
3,672.0,694,1214,3.0,936.0,105000
5,954.0,1766,2414,2.0,520.0,160000
5,796.0,1096,1466,2.0,566.0,170000
6,1088.0,1324,1324,2.0,440.0,160000
5,1024.0,1086,1086,2.0,484.0,159950
6,1083.0,1146,1146,1.0,294.0,165000
6,912.0,1085,1734,2.0,440.0,159000
6,1135.0,1207,1207,1.0,264.0,147000
5,912.0,912,912,1.0,288.0,115000
6,655.0,1194,1194,2.0,539.0,159500
6,864.0,864,864,1.0,288.0,120000
5,816.0,816,816,1.0,308.0,129900
6,1313.0,1773,1773,2.0,418.0,183000
7,0.0,1472,1472,2.0,484.0,157500
7,1438.0,1900,2448,2.0,441.0,277500
5,1484.0,1600,1600,1.0,319.0,207500
4,910.0,910,1521,1.0,597.0,147500
4,720.0,720,1192,0.0,0.0,135000
5,0.0,1040,1040,2.0,625.0,109500
4,0.0,1040,1040,2.0,420.0,109900
5,1040.0,1040,1040,1.0,286.0,133700
3,0.0,1040,1040,2.0,400.0,81400
3,0.0,1040,1040,2.0,400.0,87500
3,0.0,1040,1040,2.0,400.0,93500
5,1556.0,1556,1556,0.0,0.0,119000
5,1150.0,1150,1150,1.0,300.0,141000
5,1150.0,1150,1150,1.0,288.0,146000
6,660.0,660,1348,2.0,453.0,155000
5,925.0,999,999,1.0,300.0,134500
7,1045.0,1045,1045,2.0,528.0,120000
5,864.0,864,864,1.0,336.0,105000
5,1025.0,1025,1025,0.0,0.0,124000
5,716.0,1007,2014,2.0,624.0,169000
4,686.0,810,1328,1.0,210.0,107000
5,1212.0,1226,1668,1.0,240.0,135000
4,1147.0,1147,1657,1.0,162.0,111500
6,780.0,940,1416,2.0,400.0,156500
7,728.0,832,1641,2.0,546.0,178000
7,712.0,848,1428,2.0,576.0,139900
7,502.0,502,1004,1.0,200.0,105000
6,813.0,813,813,1.0,270.0,110000
4,938.0,1084,1951,2.0,576.0,111500
6,1032.0,1032,1032,1.0,280.0,108000
5,844.0,844,844,1.0,216.0,111500
5,636.0,1089,1750,1.0,240.0,124000
4,576.0,864,864,1.0,528.0,105000
6,648.0,734,1118,2.0,440.0,116000
3,738.0,714,1376,1.0,216.0,96900
5,960.0,960,960,2.0,576.0,135500
5,816.0,816,1566,2.0,450.0,139000
3,492.0,492,492,1.0,200.0,61500
6,770.0,885,1182,1.0,378.0,120000
3,1162.0,1163,1163,1.0,220.0,126175
3,798.0,840,840,1.0,250.0,64000
6,1020.0,908,1928,1.0,440.0,137000
4,1095.0,1095,1774,3.0,779.0,87000
7,880.0,880,1768,2.0,320.0,163000
7,1226.0,1226,2104,2.0,432.0,155000
5,540.0,889,1440,1.0,352.0,79000
7,815.0,815,1690,1.0,225.0,144000
6,684.0,684,1368,1.0,216.0,114504
7,596.0,998,1762,2.0,576.0,157000
6,1200.0,1200,1200,1.0,312.0,125000
10,1107.0,1518,3608,3.0,840.0,475000
5,624.0,624,1248,0.0,0.0,93500
5,960.0,960,960,2.0,624.0,125000
3,1020.0,1020,1020,0.0,0.0,64500
4,788.0,788,788,0.0,0.0,100000
6,972.0,972,1577,1.0,312.0,140200
6,848.0,1017,1827,1.0,240.0,202500
6,1004.0,1004,1664,2.0,420.0,159000
5,793.0,793,1118,2.0,410.0,119900
6,816.0,816,1176,2.0,528.0,114500
5,896.0,896,1344,1.0,240.0,115000
3,728.0,728,1162,1.0,258.0,75000
5,768.0,1015,1015,1.0,450.0,88000
4,0.0,672,912,0.0,0.0,80500
5,1042.0,1042,1576,1.0,225.0,149000
5,741.0,741,1324,1.0,180.0,110000
6,1103.0,1103,1103,2.0,440.0,110500
5,616.0,616,616,1.0,205.0,89000
5,993.0,1048,1048,1.0,280.0,113000
5,816.0,816,816,1.0,210.0,109000
6,1595.0,1611,2486,2.0,576.0,220000
4,960.0,960,960,2.0,576.0,129000
6,485.0,1001,1635,1.0,255.0,117000
4,693.0,693,693,0.0,0.0,52500
4,596.0,834,1430,2.0,370.0,107000
5,396.0,665,1330,1.0,390.0,116500
5,610.0,819,819,0.0,0.0,72000
6,780.0,780,1376,1.0,198.0,119500
5,803.0,803,1360,1.0,297.0,125500
3,1007.0,1077,1077,1.0,210.0,91000
6,520.0,520,754,0.0,0.0,84500
6,984.0,984,984,1.0,308.0,90000
5,806.0,1081,1422,1.0,288.0,137500
6,1921.0,1921,1921,2.0,576.0,150000
5,0.0,1640,1640,2.0,394.0,131000
5,1062.0,1352,1352,1.0,288.0,130000
5,0.0,1032,1032,1.0,260.0,125000
5,830.0,879,879,1.0,180.0,80000
7,1073.0,1073,1073,1.0,246.0,157000
4,1051.0,1382,1382,2.0,459.0,148000
4,0.0,1296,1296,2.0,516.0,90000
6,1059.0,1068,1068,1.0,264.0,154500
5,1064.0,1064,1064,2.0,528.0,153600
5,1164.0,1320,1320,2.0,564.0,164500
6,912.0,934,934,1.0,336.0,132000
5,1059.0,1059,1059,1.0,286.0,142500
5,1051.0,1159,1159,1.0,336.0,158000
6,672.0,672,1400,2.0,440.0,149500
5,1176.0,1458,1458,2.0,512.0,165000
5,1461.0,1721,1721,2.0,440.0,180000
6,960.0,1040,1040,2.0,616.0,160500
5,1967.0,1967,1967,2.0,580.0,156500
5,1949.0,1949,1949,2.0,586.0,157000
5,1052.0,1252,1920,2.0,451.0,172500
5,1134.0,1803,1803,2.0,484.0,155000
5,1763.0,1779,1779,2.0,454.0,170000
5,872.0,872,872,1.0,322.0,105000
4,648.0,960,960,1.0,364.0,145000
5,1188.0,1437,1437,2.0,576.0,168000
7,1865.0,1830,1830,2.0,521.0,278000
5,1000.0,1000,1000,2.0,575.0,164000
7,1304.0,1304,2287,2.0,667.0,225000
5,782.0,810,810,2.0,576.0,130000
5,864.0,894,894,2.0,440.0,142500
7,430.0,880,1700,1.0,450.0,148400
7,1453.0,1453,1453,2.0,445.0,190000
4,967.0,1350,1350,2.0,504.0,146000
5,799.0,799,1150,1.0,215.0,128000
5,896.0,1112,2008,1.0,230.0,225000
6,697.0,1575,2201,2.0,432.0,274970
6,672.0,1337,2009,3.0,795.0,235000
6,1836.0,1836,3672,2.0,836.0,415000
5,1776.0,1560,1560,2.0,528.0,182000
5,0.0,1488,1488,2.0,569.0,135000
5,1057.0,1057,1057,1.0,288.0,137000
6,994.0,1216,1855,1.0,325.0,136900
6,1000.0,1068,1609,1.0,305.0,149900
5,980.0,1148,1148,1.0,308.0,123500
5,0.0,1124,1124,0.0,0.0,93000
5,810.0,1002,1456,1.0,280.0,91500
6,1298.0,1298,1298,2.0,403.0,180000
6,868.0,1313,2559,2.0,506.0,209000
8,777.0,1065,1911,2.0,471.0,215000
6,1344.0,1440,1440,4.0,920.0,224500
7,1308.0,1308,1876,3.0,848.0,229800
7,1208.0,1208,1208,2.0,632.0,183600
7,1199.0,1220,1220,2.0,632.0,194000
7,1286.0,1294,1294,2.0,662.0,193879
7,1614.0,1614,1614,3.0,865.0,221500
7,1498.0,1498,1498,2.0,675.0,204900
7,1391.0,1391,1962,3.0,868.0,239799
6,1836.0,1846,1846,2.0,495.0,233555
7,1734.0,1734,1734,2.0,660.0,260000
8,1570.0,1590,1590,3.0,754.0,294900
7,945.0,945,1809,2.0,638.0,209700
7,1614.0,1614,1614,2.0,576.0,225000
7,784.0,784,1596,2.0,610.0,181000
8,908.0,927,1915,2.0,506.0,220000
5,1624.0,1582,1582,2.0,390.0,190000
6,938.0,988,988,2.0,540.0,180000
7,1533.0,1533,1533,2.0,576.0,280000
6,1388.0,1388,1388,2.0,522.0,158900
5,870.0,914,914,2.0,576.0,148000
5,1100.0,1100,1100,2.0,462.0,145000
6,781.0,795,1499,2.0,473.0,187000
7,1425.0,1425,1425,2.0,591.0,193000
5,990.0,990,990,2.0,576.0,156000
7,1525.0,1525,1525,2.0,541.0,235000
6,1479.0,1494,1494,2.0,576.0,217000
7,1588.0,1588,1588,2.0,472.0,214000
7,842.0,856,1749,2.0,515.0,196000
7,951.0,951,1779,2.0,586.0,217000
7,916.0,920,1861,2.0,492.0,200000
7,936.0,936,1776,2.0,474.0,192500
7,1541.0,1541,1541,3.0,843.0,205000
5,911.0,954,954,2.0,576.0,132500
6,675.0,686,1388,1.0,317.0,157500
6,995.0,1282,1282,3.0,672.0,174000
5,971.0,971,971,1.0,300.0,128500
5,864.0,864,864,1.0,288.0,128500
5,894.0,894,894,2.0,552.0,149900
5,864.0,864,864,1.0,297.0,119900
6,630.0,630,1320,2.0,484.0,137000
8,1065.0,1091,1989,2.0,586.0,255000
7,826.0,878,1762,2.0,591.0,222000
6,840.0,840,1755,2.0,530.0,214000
8,1348.0,1358,1358,2.0,418.0,220000
8,1753.0,1787,1787,3.0,748.0,275000
7,872.0,872,1909,2.0,529.0,197000
7,1654.0,1654,1654,3.0,900.0,230000
8,1090.0,1090,2214,3.0,646.0,268500
7,1065.0,1065,2049,2.0,467.0,210900
7,1054.0,1070,1939,3.0,555.0,227000
7,930.0,950,1995,2.0,610.0,237000
7,1108.0,1108,2097,2.0,583.0,274300
7,1860.0,1836,1836,2.0,484.0,216837
6,848.0,848,848,2.0,420.0,133000
6,848.0,848,848,2.0,420.0,155900
8,1079.0,1079,1919,2.0,685.0,233230
7,1390.0,1390,1390,2.0,545.0,207000
7,847.0,847,1948,2.0,434.0,195000
6,1682.0,1700,1700,2.0,544.0,200000
7,851.0,851,1737,2.0,578.0,203160
7,784.0,784,1611,2.0,572.0,195800
7,1552.0,1552,1552,3.0,782.0,212900
7,860.0,860,1720,2.0,565.0,196500
7,1336.0,1336,1336,2.0,502.0,198000
6,750.0,750,1500,2.0,564.0,173900
6,728.0,728,1456,2.0,390.0,163990
7,1310.0,1310,1310,2.0,400.0,164990
4,676.0,760,1436,2.0,528.0,98000
5,1466.0,1466,1466,2.0,528.0,149900
4,836.0,1220,1220,2.0,396.0,102000
6,976.0,1012,1012,0.0,0.0,127500
6,945.0,980,980,0.0,0.0,127500
5,1176.0,1176,1176,1.0,360.0,119900
7,796.0,806,1724,2.0,616.0,196500
6,914.0,914,914,0.0,0.0,117250
7,1150.0,1164,2314,2.0,502.0,229000
5,547.0,1072,1072,2.0,525.0,145000
6,547.0,1072,1072,2.0,525.0,140000
6,547.0,1072,1072,2.0,525.0,142500
7,970.0,970,1709,2.0,380.0,134000
7,970.0,970,1709,2.0,380.0,130000
6,970.0,970,1709,2.0,380.0,130000
7,970.0,970,1709,2.0,380.0,137500
7,976.0,976,1708,2.0,380.0,130000
4,624.0,624,936,1.0,265.0,97900
6,832.0,846,1338,2.0,528.0,92000
4,1093.0,1093,1669,1.0,288.0,107000
5,658.0,658,1184,0.0,0.0,81000
5,784.0,949,1221,1.0,392.0,104900
5,864.0,864,864,2.0,572.0,115000
4,954.0,1482,1482,2.0,609.0,125000
5,686.0,686,1250,1.0,280.0,116000
4,864.0,964,1414,0.0,0.0,83000
4,795.0,954,2230,1.0,440.0,118500
2,498.0,498,498,1.0,216.0,35000
4,616.0,1055,1273,1.0,275.0,121000
5,686.0,948,1928,0.0,0.0,160000
6,940.0,1192,1595,1.0,240.0,140000
5,1058.0,1058,1551,1.0,240.0,137000
6,780.0,816,1340,1.0,440.0,128000
7,624.0,743,1479,1.0,312.0,160000
5,747.0,892,1784,1.0,180.0,138887
6,755.0,755,1510,1.0,216.0,149000
5,1008.0,1008,1522,0.0,0.0,102000
7,818.0,818,1636,1.0,288.0,167000
7,793.0,901,1802,1.0,216.0,200100
5,992.0,992,1465,1.0,240.0,131000
5,824.0,824,1288,1.0,240.0,112000
7,756.0,961,1717,3.0,642.0,140000
6,817.0,940,1550,1.0,318.0,195000
8,792.0,792,1517,2.0,400.0,230000
5,901.0,1125,1717,1.0,410.0,194000
4,700.0,1180,1180,1.0,252.0,137500
7,1017.0,1020,2057,1.0,180.0,250000
7,1022.0,1122,1671,2.0,451.0,218000
6,952.0,1170,2345,2.0,360.0,239000
7,637.0,959,1609,3.0,579.0,199500
6,697.0,1104,1801,2.0,365.0,210000
6,1073.0,1811,1811,2.0,470.0,230000
5,1430.0,1647,1647,2.0,621.0,217500
5,1168.0,1278,2315,1.0,342.0,257000
5,1165.0,1336,1336,1.0,375.0,157000
6,1844.0,1844,1844,2.0,540.0,223000
5,976.0,976,976,1.0,215.0,102000
6,861.0,861,1285,2.0,506.0,145400
4,432.0,672,672,0.0,0.0,72000
4,641.0,641,641,1.0,272.0,85000
4,951.0,951,951,1.0,327.0,106500
6,967.0,967,1638,1.0,384.0,139000
4,637.0,897,1336,1.0,570.0,108000
3,0.0,729,729,0.0,0.0,51689
2,480.0,480,480,1.0,308.0,35311
5,660.0,1060,1396,0.0,0.0,115000
3,216.0,576,936,0.0,0.0,78000
8,1573.0,1778,1778,2.0,495.0,375000
8,1594.0,1646,1646,2.0,525.0,300000
6,1625.0,1625,1625,2.0,576.0,242500
6,1664.0,1664,1664,2.0,616.0,145000
8,1491.0,1491,1491,2.0,490.0,209000
6,975.0,1004,1004,2.0,504.0,135000
6,1128.0,1210,1210,2.0,528.0,148000
7,1907.0,1959,1959,3.0,766.0,171000
7,1210.0,1238,2519,2.0,628.0,335000
7,0.0,1295,1295,1.0,312.0,230000
6,1632.0,1650,1650,2.0,518.0,250764
8,1686.0,1707,1707,2.0,511.0,228000
6,1112.0,1137,1137,2.0,551.0,176000
7,1309.0,1339,1339,2.0,484.0,180000
7,1216.0,1298,2514,2.0,693.0,250000
6,1381.0,1403,1403,2.0,470.0,202000
8,1800.0,1800,1800,3.0,765.0,312500
8,1728.0,1960,1960,3.0,714.0,320000
8,1868.0,2028,2028,3.0,880.0,369900
9,1838.0,1838,1838,3.0,682.0,359900
1,0.0,1600,1600,1.0,270.0,81500
7,1288.0,1368,1368,4.0,784.0,215000
6,1216.0,1216,1216,2.0,402.0,164000
6,1237.0,1337,1337,2.0,405.0,153500
5,1140.0,1140,1140,0.0,0.0,84500
5,264.0,616,1304,1.0,336.0,104500
5,757.0,925,1475,1.0,336.0,127000
6,942.0,1291,2521,2.0,576.0,151400
5,864.0,874,874,1.0,288.0,126500
5,1652.0,1652,1652,3.0,928.0,146500
4,630.0,630,630,0.0,0.0,73000
4,546.0,546,1092,1.0,253.0,79400
5,1104.0,1360,1360,1.0,336.0,140000
5,630.0,630,630,0.0,0.0,92000
4,546.0,546,1092,1.0,286.0,87550
4,546.0,546,1092,0.0,0.0,79500
4,546.0,546,1092,0.0,0.0,90500
4,546.0,546,1092,1.0,286.0,71000
6,1728.0,1728,1728,2.0,574.0,150900
5,1728.0,1728,1728,2.0,560.0,188000
5,1126.0,1126,1126,2.0,484.0,160000
5,1224.0,1224,1224,2.0,576.0,131000
6,1003.0,1003,1003,2.0,588.0,142500
5,864.0,902,902,2.0,484.0,131000
5,912.0,970,970,0.0,0.0,132000
5,1389.0,1389,1389,2.0,418.0,170000
7,996.0,996,2000,3.0,650.0,188000
